#ID	a	e	i	o	p	M
11860	3.14	0.17	2.42	88.59	249.70	141.53
11861	3.16	0.11	12.44	64.17	278.67	148.55
11862	2.39	0.20	3.13	354.04	14.83	181.02
11863	2.56	0.13	11.79	135.55	62.00	356.95
11864	2.19	0.20	5.88	120.43	184.24	241.91
11865	2.21	0.23	6.78	354.83	298.85	259.38
11866	2.90	0.16	0.83	310.56	131.43	81.03
11867	2.23	0.16	4.64	284.96	84.33	202.23
11868	2.99	0.13	9.19	333.60	268.60	222.07
11869	5.27	0.04	11.28	149.69	158.94	67.19
11870	3.05	0.19	7.79	168.97	301.04	8.59
11871	2.24	0.07	5.40	140.21	19.47	45.50
11872	2.27	0.18	6.84	25.89	327.39	182.48
11873	2.25	0.14	7.40	107.17	318.18	153.76
11874	2.25	0.16	4.88	150.21	220.99	189.35
11875	3.17	0.15	15.04	88.23	88.84	309.75
11876	2.43	0.16	5.39	234.36	92.24	207.87
11877	2.38	0.04	4.21	352.40	290.93	284.90
11878	2.39	0.14	3.90	50.35	111.27	41.64
11879	2.79	0.07	1.13	129.43	195.10	138.77
11880	2.71	0.07	7.63	25.71	318.48	152.01
11881	2.65	0.17	13.69	157.66	178.82	187.67
11882	2.70	0.10	1.14	233.86	148.77	136.08
11883	2.73	0.05	4.19	241.87	166.43	92.31
11884	2.64	0.17	12.37	343.40	320.48	213.95
11885	1.70	0.47	19.41	0.02	115.89	250.26
11886	2.76	0.16	4.08	353.20	344.78	156.00
11887	5.19	0.09	24.05	242.67	111.81	22.03
11888	2.75	0.29	7.86	228.22	142.01	141.22
11889	2.76	0.18	19.10	121.00	214.53	183.58
11890	3.23	0.06	17.85	338.11	199.90	287.80
11891	2.24	0.09	2.98	186.84	357.42	15.11
11892	2.22	0.07	4.07	9.54	79.71	118.96
11893	3.04	0.02	6.31	176.26	359.65	352.01
11894	2.36	0.19	7.95	38.41	171.84	286.92
11895	2.36	0.09	6.88	196.59	122.19	189.04
11896	2.41	0.16	2.00	193.59	31.92	251.98
11897	2.27	0.11	5.18	28.43	138.15	30.52
11898	3.22	0.12	2.10	129.87	44.77	301.31
11899	3.17	0.03	9.76	41.57	117.45	328.09
11900	2.41	0.19	3.41	101.68	222.57	199.40
11901	2.42	0.16	13.10	147.16	94.43	308.02
11902	2.43	0.13	5.57	322.28	80.42	161.50
11903	2.56	0.18	16.36	3.93	354.46	142.16
11904	1.92	0.10	19.63	223.77	145.45	255.82
11905	2.56	0.16	13.29	205.84	203.26	134.88
11906	2.74	0.19	10.68	97.57	26.92	37.22
11907	2.84	0.06	2.99	65.53	238.07	202.59
11908	3.05	0.06	2.39	68.70	140.40	268.43
11909	3.15	0.16	17.89	39.90	295.92	130.29
11910	2.21	0.16	2.99	198.14	48.00	280.90
11911	3.19	0.16	20.17	152.40	223.91	109.64
11912	2.31	0.14	3.35	182.09	94.56	226.69
11913	2.27	0.16	5.02	325.91	76.97	167.77
11914	2.28	0.12	0.66	205.51	47.74	282.55
11915	2.32	0.20	5.39	87.99	284.06	172.04
11916	2.37	0.06	6.23	178.59	299.88	38.83
11917	2.34	0.13	7.63	66.98	305.04	173.55
11918	2.31	0.18	6.52	179.78	206.69	178.63
11919	2.35	0.26	26.17	45.88	336.81	156.59
11920	2.30	0.07	4.98	205.43	211.07	167.54
11921	2.69	0.02	14.25	234.11	189.12	329.02
11922	2.30	0.14	6.21	58.52	18.07	153.75
11923	2.35	0.21	5.74	131.16	209.01	199.09
11924	2.37	0.19	2.18	317.06	144.27	107.58
11925	2.37	0.19	2.19	172.15	245.31	138.29
11926	2.45	0.10	7.95	86.39	285.61	155.54
11927	2.57	0.06	14.76	114.15	183.81	219.49
11928	2.64	0.21	5.42	328.91	195.55	327.80
11929	2.79	0.21	8.15	138.61	73.13	236.28
11930	2.57	0.10	13.37	161.71	345.72	26.73
11931	2.58	0.07	14.83	14.16	64.45	91.02
11932	2.59	0.12	12.80	345.11	179.65	9.82
11933	2.67	0.19	11.45	2.18	225.97	294.88
11934	2.55	0.13	2.16	138.75	294.83	109.49
11935	2.77	0.19	3.81	76.70	211.06	202.10
11936	2.52	0.07	3.66	81.27	80.82	45.04
11937	2.73	0.09	5.70	56.01	234.58	207.91
11938	2.78	0.06	3.59	223.67	90.24	165.75
11939	2.57	0.17	8.99	178.99	211.71	160.59
11940	2.81	0.12	4.28	39.77	172.96	264.62
11941	1.95	0.05	25.10	77.56	211.26	312.68
11942	2.87	0.06	0.80	244.89	42.17	234.58
11943	3.02	0.04	8.94	301.24	304.98	231.81
11944	2.89	0.02	2.97	129.09	146.71	243.79
11945	3.04	0.13	10.43	168.53	161.31	177.35
11946	3.16	0.13	0.50	173.52	77.44	216.26
11947	3.22	0.20	0.20	88.86	229.99	142.99
11948	3.21	0.11	1.88	159.63	66.71	243.68
11949	3.09	0.18	7.66	227.21	244.10	65.63
11950	3.20	0.15	1.94	135.04	349.26	10.75
11951	3.96	0.14	4.40	161.72	315.29	315.80
11952	2.22	0.09	6.76	2.61	166.68	51.33
11953	2.32	0.09	7.31	104.89	124.70	301.82
11954	2.23	0.11	5.16	35.96	108.19	71.64
11955	2.40	0.07	4.48	195.96	68.62	237.60
11956	2.30	0.11	5.32	107.22	263.59	186.43
11957	2.27	0.11	4.51	52.34	32.25	127.86
11958	2.29	0.14	6.00	90.16	292.80	174.69
11959	2.65	0.15	13.27	142.51	70.02	239.58
11960	2.59	0.14	14.36	201.26	70.80	221.85
11961	2.57	0.10	12.35	317.47	242.27	346.91
11962	2.79	0.15	13.17	155.72	192.09	168.06
11963	2.76	0.06	6.12	313.37	218.89	343.87
11964	2.93	0.08	1.59	206.98	111.27	150.85
11965	2.91	0.22	10.97	343.44	271.08	198.54
11966	2.83	0.04	0.99	266.73	25.27	203.67
11967	2.74	0.02	3.91	345.83	212.76	324.75
11968	2.74	0.05	4.69	10.32	129.78	19.72
11969	2.78	0.08	2.49	297.45	125.86	90.26
11970	3.04	0.05	4.16	179.32	253.86	55.93
11971	2.97	0.16	14.03	55.87	326.63	126.50
11972	3.20	0.14	5.25	16.42	72.97	25.61
11973	3.17	0.18	4.57	25.50	67.76	32.40
11974	3.10	0.21	2.39	120.16	264.53	123.48
11975	2.16	0.13	1.64	217.48	30.08	314.88
11976	1.98	0.05	21.69	35.37	49.50	198.49
11977	2.33	0.09	6.16	274.96	150.06	150.12
11978	2.62	0.30	4.78	46.48	36.50	82.34
11979	2.56	0.17	13.39	207.67	91.80	219.77
11980	2.46	0.11	6.44	172.77	91.50	258.18
11981	2.65	0.06	4.68	322.01	157.31	35.96
11982	2.67	0.19	12.51	48.92	274.33	161.75
11983	2.72	0.04	6.64	34.65	335.20	128.13
11984	2.63	0.08	1.49	301.60	344.03	208.45
11985	2.76	0.05	1.94	282.53	172.18	56.37
11986	2.80	0.05	6.09	254.44	310.93	298.99
11987	2.70	0.09	13.76	70.94	91.97	8.95
11988	2.63	0.12	2.45	108.13	322.84	107.08
11989	2.74	0.03	6.13	67.14	359.84	95.26
11990	2.68	0.17	3.33	197.04	280.61	54.13
11991	2.74	0.00	6.26	66.31	281.33	172.21
11992	2.78	0.11	4.23	53.58	310.41	150.38
11993	3.09	0.04	9.50	31.17	252.23	175.06
11994	2.87	0.01	3.21	112.87	166.69	232.78
11995	3.13	0.09	5.86	120.51	83.50	274.29
11996	3.03	0.06	17.19	108.99	194.00	178.57
11997	3.01	0.07	9.27	289.85	63.77	140.09
11998	3.07	0.24	4.24	87.38	257.91	122.32
11999	2.77	0.27	9.35	337.90	159.23	65.51
12000	3.04	0.08	11.87	13.52	158.71	340.97
12001	3.14	0.04	14.05	156.39	197.51	148.15
12002	3.01	0.11	9.43	216.86	99.98	237.74
12003	3.36	0.10	9.87	10.88	82.16	48.38
12004	3.16	0.14	0.93	175.95	194.16	209.06
12005	3.17	0.16	10.91	133.15	137.44	223.09
12006	3.98	0.08	10.27	232.23	17.73	276.37
12007	2.26	0.10	6.36	33.49	154.90	1.41
12008	2.00	0.32	29.75	263.43	344.86	351.38
12009	2.19	0.28	4.16	42.15	303.07	191.68
12010	2.22	0.14	4.79	199.38	304.05	48.37
12011	2.30	0.10	7.57	89.90	325.57	126.24
12012	2.28	0.15	7.16	24.26	11.10	135.84
12013	2.24	0.13	6.13	207.88	216.09	128.48
12014	2.39	0.16	1.74	202.84	356.67	313.84
12015	2.21	0.14	4.01	32.29	37.17	148.72
12016	2.44	0.19	6.72	96.00	168.21	241.75
12017	2.29	0.06	2.06	197.99	96.85	254.85
12018	2.43	0.18	6.50	97.29	210.38	217.63
12019	2.30	0.15	4.12	242.44	142.79	162.98
12020	2.35	0.15	6.92	258.44	205.97	90.87
12021	2.24	0.16	4.02	102.27	250.80	214.34
12022	2.34	0.11	0.57	200.44	250.00	108.35
12023	2.32	0.14	6.27	280.93	89.48	182.69
12024	2.30	0.17	2.51	250.41	152.33	148.25
12025	2.33	0.10	3.19	333.74	189.21	56.50
12026	2.44	0.12	6.98	317.02	69.41	140.84
12027	2.42	0.17	6.51	30.79	61.51	82.41
12028	2.59	0.18	14.31	132.95	155.67	240.74
12029	2.78	0.16	8.54	120.58	87.89	277.43
12030	2.31	0.22	5.49	129.71	273.22	165.35
12031	2.34	0.15	9.93	69.42	308.97	165.55
12032	2.37	0.18	2.70	142.68	291.52	127.48
12033	3.22	0.12	2.55	112.95	83.14	241.81
12034	2.70	0.18	13.45	137.64	209.04	158.16
12035	2.43	0.08	1.29	321.54	202.61	37.49
12036	2.72	0.06	7.13	19.82	120.82	6.59
12037	2.39	0.17	1.46	241.56	202.19	111.57
12038	2.56	0.14	5.39	104.14	255.69	180.78
12039	2.79	0.09	6.72	348.55	282.40	240.41
12040	2.42	0.20	2.71	354.23	93.04	116.35
12041	3.37	0.10	12.20	176.31	111.17	144.41
12042	3.00	0.06	11.85	129.06	96.58	248.19
12043	2.98	0.06	12.58	62.31	307.07	127.63
12044	2.59	0.14	14.00	48.23	5.95	111.31
12045	2.61	0.19	12.73	350.27	326.34	213.42
12046	3.16	0.11	3.99	251.25	12.48	214.46
12047	2.99	0.04	10.10	24.99	308.86	164.05
12048	2.98	0.13	11.31	142.41	255.03	92.16
12049	2.89	0.10	1.39	351.39	14.37	145.51
12050	2.91	0.09	1.23	313.47	55.33	132.08
12051	2.31	0.17	9.39	355.76	235.47	48.36
12052	5.29	0.07	11.44	219.86	85.96	58.74
12053	2.37	0.14	6.09	302.51	9.12	37.86
12054	5.11	0.07	10.11	44.51	40.18	65.13
12055	2.20	0.02	6.48	12.44	9.21	144.28
12056	2.28	0.16	6.28	108.72	171.99	243.95
12057	2.16	0.05	2.36	0.21	135.17	47.74
12058	2.69	0.18	4.92	166.35	36.32	251.74
12059	2.54	0.18	4.12	61.19	212.58	216.86
12060	2.37	0.25	22.17	347.11	237.20	294.78
12061	2.28	0.19	3.89	23.70	279.43	253.34
12062	2.57	0.20	6.28	208.25	73.93	211.36
12063	2.35	0.13	8.78	129.88	98.67	300.32
12064	2.57	0.07	21.56	213.63	201.14	99.24
12065	2.40	0.18	2.85	160.80	97.63	257.61
12066	2.55	0.27	4.29	213.74	81.03	203.95
12067	2.46	0.18	9.04	342.51	304.98	221.00
12068	2.29	0.19	5.02	223.82	156.01	141.58
12069	2.26	0.18	7.13	169.51	156.17	225.55
12070	2.43	0.17	2.85	46.18	211.81	259.96
12071	2.25	0.16	5.46	47.60	339.28	146.56
12072	2.45	0.12	4.69	200.03	167.27	134.89
12073	2.42	0.08	6.24	199.03	74.12	244.15
12074	2.59	0.13	9.45	199.22	82.59	211.61
12075	2.46	0.16	3.96	133.64	146.22	238.28
12076	2.64	0.24	3.51	32.49	211.96	243.88
12077	2.62	0.14	14.55	14.99	224.91	245.14
12078	2.20	0.11	3.68	189.55	153.08	218.10
12079	2.42	0.17	1.43	247.43	6.85	271.17
12080	3.02	0.09	9.03	272.44	27.33	137.65
12081	2.28	0.22	5.14	270.45	104.32	175.82
12082	2.67	0.29	12.36	0.44	312.91	187.24
12083	2.13	0.00	2.60	333.69	255.87	342.29
12084	2.58	0.09	13.43	202.17	27.91	250.62
12085	2.17	0.06	4.11	4.87	59.64	123.74
12086	2.40	0.11	5.18	209.82	15.33	289.37
12087	2.21	0.16	3.49	69.74	302.01	181.13
12088	2.35	0.07	6.23	239.65	333.71	310.49
12089	2.35	0.12	3.37	137.38	116.77	278.99
12090	2.79	0.23	7.04	204.55	109.94	162.74
12091	2.45	0.11	5.87	184.40	96.31	248.39
12092	2.57	0.15	8.21	212.73	209.94	69.82
12093	2.39	0.03	5.38	188.00	103.99	242.79
12094	2.24	0.10	4.45	154.95	1.99	36.43
12095	2.86	0.02	1.43	345.73	153.05	327.72
12096	2.56	0.14	13.85	133.38	83.90	280.12
12097	2.40	0.15	6.15	135.01	207.19	202.71
12098	3.11	0.21	10.28	96.60	262.58	91.21
12099	2.34	0.06	5.75	117.77	341.11	83.16
12100	2.60	0.04	2.71	9.51	234.62	265.00
12101	2.99	0.09	10.24	166.02	146.07	148.69
12102	2.70	0.13	12.22	211.96	27.92	249.70
12103	2.29	0.16	5.44	180.07	242.72	132.81
12104	3.02	0.02	11.15	78.43	175.90	197.33
12105	2.28	0.17	4.74	141.37	247.41	172.29
12106	2.38	0.10	5.76	202.63	194.53	154.15
12107	2.18	0.03	5.03	215.54	277.01	103.86
12108	3.09	0.16	5.06	160.81	154.96	157.93
12109	2.71	0.15	8.80	129.96	112.92	250.83
12110	2.24	0.11	1.44	290.78	260.98	328.61
12111	2.56	0.07	3.88	250.21	341.06	289.51
12112	3.12	0.13	22.88	157.29	100.89	214.02
12113	3.00	0.12	11.71	100.74	238.15	181.25
12114	3.17	0.18	14.75	140.43	276.74	101.05
12115	3.22	0.10	17.87	187.87	331.69	296.10
12116	3.22	0.05	8.75	260.75	262.41	194.18
12117	2.47	0.18	3.06	158.47	19.46	246.49
12118	2.28	0.09	6.10	120.29	39.54	352.72
12119	2.30	0.11	6.63	316.56	108.24	103.06
12120	2.16	0.01	4.31	21.06	354.77	163.24
12121	2.56	0.11	13.61	166.72	43.43	258.00
12122	3.00	0.02	11.23	245.53	288.73	283.27
12123	2.44	0.20	2.32	179.93	206.51	146.66
12124	2.90	0.08	1.95	178.06	173.95	137.75
12125	3.11	0.19	0.22	70.87	235.82	147.84
12126	5.25	0.21	2.04	351.46	302.45	79.00
12127	2.45	0.19	3.57	26.94	317.56	182.79
12128	3.01	0.10	10.35	178.21	187.08	120.11
12129	3.21	0.15	1.32	43.14	227.59	167.18
12130	2.64	0.11	5.65	192.90	112.41	181.81
12131	2.91	0.03	1.00	278.71	186.48	354.12
12132	2.66	0.14	3.03	218.29	355.32	295.81
12133	3.14	0.17	5.15	19.14	47.08	82.52
12134	3.16	0.08	22.24	12.95	91.11	13.49
12135	3.16	0.09	12.28	300.90	247.50	288.60
12136	2.64	0.16	12.73	332.71	337.09	216.59
12137	2.65	0.03	5.32	342.20	326.95	212.94
12138	2.48	0.11	6.35	214.84	61.57	233.09
12139	2.32	0.12	3.08	323.90	241.72	353.77
12140	2.48	0.11	2.02	2.83	155.84	14.40
12141	2.64	0.04	1.91	342.08	129.35	72.73
12142	3.14	0.17	4.09	147.71	283.69	68.24
12143	2.33	0.05	7.21	13.84	181.98	335.49
12144	2.89	0.04	2.70	54.33	12.83	54.78
12145	2.66	0.09	4.75	26.33	290.42	175.66
12146	2.65	0.19	11.30	359.42	299.95	205.64
12147	2.49	0.09	3.48	220.76	211.85	79.01
12148	2.88	0.01	3.77	116.25	49.78	315.00
12149	3.15	0.11	12.70	184.77	125.24	151.69
12150	3.00	0.05	10.50	357.34	141.00	344.90
12151	2.43	0.14	1.46	289.43	219.48	30.84
12152	2.24	0.02	1.77	216.09	53.40	293.73
12153	2.26	0.13	3.64	331.07	273.19	282.93
12154	3.02	0.06	9.96	195.75	119.65	161.02
12155	2.41	0.21	3.10	116.02	301.75	150.62
12156	2.65	0.12	1.91	215.05	139.88	164.78
12157	2.41	0.10	5.82	187.57	82.75	229.82
12158	3.00	0.07	1.26	333.91	89.16	69.40
12159	2.41	0.15	1.34	274.52	272.51	327.62
12160	2.41	0.20	4.88	13.34	275.94	206.82
12161	2.40	0.20	1.69	224.14	188.53	138.02
12162	2.64	0.16	13.47	188.30	197.31	152.57
12163	2.63	0.07	4.39	161.80	259.58	131.01
12164	2.18	0.07	2.21	132.37	61.29	40.16
12165	2.99	0.02	9.76	169.12	298.14	34.76
12166	2.65	0.18	6.57	144.41	328.35	71.80
12167	2.39	0.22	9.60	18.46	296.67	221.73
12168	3.01	0.10	9.53	301.18	22.13	147.19
12169	2.21	0.02	4.35	320.95	161.24	341.88
12170	3.06	0.30	2.99	247.69	59.94	183.54
12171	2.74	0.06	2.37	311.01	274.92	237.75
12172	2.39	0.07	7.61	14.46	225.45	293.13
12173	2.74	0.06	3.42	185.75	260.78	25.40
12174	2.68	0.11	12.97	196.16	189.11	145.37
12175	3.10	0.19	2.89	70.99	306.88	123.64
12176	2.40	0.14	2.03	49.87	194.04	262.61
12177	2.40	0.08	3.31	95.98	92.46	334.82
12178	2.71	0.02	4.49	117.96	15.56	3.61
12179	3.10	0.20	11.81	149.90	174.64	153.69
12180	3.15	0.08	10.33	137.23	172.69	153.15
12181	2.67	0.26	5.44	63.20	355.64	147.44
12182	2.39	0.15	1.85	190.83	178.12	193.31
12183	3.23	0.12	1.46	173.32	10.22	348.94
12184	2.25	0.13	7.85	190.31	183.91	224.72
12185	2.74	0.09	5.56	14.92	28.91	147.22
12186	2.90	0.06	0.81	266.26	139.21	93.23
12187	2.66	0.24	13.33	194.04	194.78	161.79
12188	2.30	0.23	5.23	133.38	213.93	184.49
12189	2.29	0.15	5.67	176.58	144.21	236.90
12190	2.56	0.06	8.98	204.35	143.38	234.74
12191	2.60	0.27	5.08	56.22	275.52	195.12
12192	3.08	0.13	1.24	183.80	282.18	37.19
12193	2.64	0.16	14.78	91.13	319.48	176.74
12194	2.44	0.23	7.28	267.95	5.53	268.71
12195	2.19	0.17	2.80	202.75	55.64	302.98
12196	2.45	0.13	3.65	178.34	154.16	236.82
12197	2.56	0.19	5.33	181.58	238.99	169.68
12198	2.14	0.24	4.55	278.87	130.07	190.93
12199	2.42	0.11	6.48	224.80	148.67	180.79
12200	2.58	0.21	5.81	222.00	73.64	218.90
12201	2.51	0.08	11.42	201.27	339.86	38.46
12202	2.21	0.08	5.01	232.96	311.76	58.66
12203	2.98	0.07	8.75	181.66	254.00	73.01
12204	2.54	0.12	2.88	163.41	106.28	282.38
12205	2.52	0.08	1.45	260.78	271.25	32.02
12206	2.98	0.06	2.28	314.13	274.75	297.20
12207	2.23	0.19	4.11	296.90	19.25	275.14
12208	2.51	0.08	3.44	165.27	272.02	125.37
12209	2.55	0.12	15.19	1.92	296.75	249.23
12210	2.21	0.11	7.59	173.68	218.49	209.55
12211	3.12	0.15	15.21	35.96	262.85	191.38
12212	2.33	0.24	3.70	346.38	323.19	217.14
12213	3.20	0.19	1.98	138.91	203.02	157.64
12214	3.21	0.15	14.34	254.94	32.34	200.30
12215	2.30	0.15	6.54	76.39	288.24	259.57
12216	2.34	0.14	6.23	206.42	141.41	225.23
12217	2.17	0.07	4.08	107.03	95.38	18.17
12218	2.21	0.14	4.86	108.35	290.11	222.31
12219	2.23	0.18	3.30	343.62	323.40	269.71
12220	2.25	0.15	3.19	309.34	84.01	197.84
12221	2.62	0.09	1.98	106.70	214.07	227.02
12222	2.62	0.18	10.76	254.23	209.72	115.49
12223	3.03	0.12	10.30	192.33	226.68	96.22
12224	2.91	0.06	1.61	196.92	138.31	168.43
12225	2.21	0.19	4.76	153.87	115.79	339.52
12226	2.28	0.16	4.99	25.87	4.68	193.03
12227	2.27	0.19	5.65	276.01	82.52	228.43
12228	2.28	0.17	5.34	306.82	344.09	275.28
12229	2.25	0.16	4.60	40.07	264.85	300.41
12230	2.56	0.25	4.73	155.45	239.51	183.70
12231	2.54	0.21	2.82	27.89	20.29	186.60
12232	2.57	0.17	9.65	11.04	247.88	282.72
12233	2.56	0.25	4.96	118.46	259.90	202.88
12234	2.59	0.20	12.38	144.58	208.44	195.91
12235	3.19	0.12	14.68	265.19	85.70	210.91
12236	2.31	0.09	4.15	155.12	42.88	3.23
12237	2.29	0.20	23.40	169.97	14.24	52.92
12238	5.17	0.12	21.11	227.58	177.06	93.55
12239	2.56	0.16	5.46	219.30	253.61	128.05
12240	2.35	0.22	3.04	133.39	255.37	178.47
12241	2.33	0.23	1.70	89.90	244.15	230.67
12242	5.11	0.07	29.78	222.67	94.41	54.39
12243	3.00	0.11	9.72	318.62	40.19	165.61
12244	3.07	0.11	9.00	189.21	166.37	152.03
12245	3.04	0.20	1.36	296.78	6.75	172.18
12246	2.32	0.12	5.99	181.68	186.21	215.60
12247	3.03	0.19	1.29	22.28	359.79	129.01
12248	3.01	0.11	9.81	194.46	166.24	153.96
12249	2.99	0.12	11.36	108.94	224.11	183.18
12250	3.00	0.10	10.83	4.26	336.56	193.06
12251	3.05	0.25	2.53	103.45	311.07	125.41
12252	3.11	0.24	12.32	176.95	242.89	103.56
12253	3.16	0.16	6.22	273.63	143.67	89.82
12254	3.14	0.05	13.66	73.61	315.40	127.18
12255	2.37	0.11	7.29	82.14	339.80	161.83
12256	2.47	0.20	8.66	145.06	66.19	27.28
12257	2.54	0.12	13.50	204.58	27.90	339.67
12258	2.59	0.14	2.81	252.01	346.43	303.70
12259	2.19	0.16	4.17	158.85	102.12	320.32
12260	2.94	0.12	0.86	305.78	56.88	118.51
12261	2.23	0.16	5.92	163.98	116.18	273.16
12262	2.78	0.14	5.44	217.98	189.48	180.53
12263	2.28	0.14	0.33	259.74	253.80	101.22
12264	2.28	0.11	5.57	287.27	320.01	11.27
12265	1.91	0.03	25.73	357.06	1.80	284.39
12266	2.39	0.19	24.17	161.90	47.20	6.10
12267	1.93	0.07	19.15	240.22	255.63	153.01
12268	2.60	0.17	5.81	72.92	209.79	248.80
12269	2.62	0.17	13.55	169.11	123.38	232.95
12270	2.63	0.16	3.72	145.86	202.53	191.00
12271	2.73	0.05	4.31	199.13	164.15	136.56
12272	2.66	0.17	11.65	301.72	94.45	155.38
12273	2.64	0.06	10.00	101.41	296.47	179.23
12274	2.68	0.16	13.08	226.38	196.65	136.63
12275	2.76	0.15	10.45	97.92	313.29	121.24
12276	2.69	0.14	7.03	153.30	229.82	175.24
12277	2.66	0.13	14.61	79.04	0.34	151.79
12278	2.68	0.17	6.61	215.46	217.07	146.85
12279	2.77	0.09	10.26	88.38	126.66	326.56
12280	2.74	0.09	3.04	157.87	221.70	162.27
12281	2.74	0.02	6.35	119.23	142.11	289.98
12282	2.72	0.25	8.16	154.33	63.77	60.96
12283	2.89	0.24	7.48	2.39	129.22	62.25
12284	3.20	0.18	14.63	187.64	29.78	272.04
12285	3.00	0.10	3.80	157.93	331.38	30.46
12286	2.24	0.07	2.08	59.04	197.40	331.20
12287	3.20	0.13	4.37	213.21	73.71	210.19
12288	2.21	0.11	7.19	26.44	44.43	167.45
12289	2.23	0.09	2.39	328.45	80.98	176.63
12290	2.42	0.23	10.86	202.69	48.47	251.07
12291	3.23	0.07	7.15	90.31	224.22	207.52
12292	3.15	0.09	6.22	72.00	113.84	345.08
12293	2.38	0.12	6.18	253.25	135.10	190.83
12294	2.37	0.12	1.97	14.74	279.26	272.52
12295	2.42	0.21	3.30	110.96	294.57	163.08
12296	2.45	0.18	1.63	267.97	46.86	220.10
12297	2.37	0.05	2.83	141.77	53.30	19.95
12298	2.42	0.24	8.21	306.79	68.59	194.44
12299	2.40	0.19	3.03	74.74	317.59	199.74
12300	2.43	0.10	12.77	1.39	344.94	229.46
12301	2.37	0.23	3.41	23.96	17.60	203.66
12302	2.42	0.22	2.04	326.41	16.11	220.89
12303	2.40	0.21	4.02	141.95	143.56	272.59
12304	2.61	0.17	12.80	208.38	158.05	117.48
12305	2.56	0.12	14.71	89.51	21.99	72.10
12306	2.45	0.12	3.71	119.88	89.10	354.04
12307	3.99	0.25	2.35	352.19	27.78	85.15
12308	2.55	0.12	14.81	194.92	186.51	161.65
12309	2.72	0.03	0.72	321.81	107.42	117.39
12310	2.73	0.19	1.70	141.52	225.33	169.71
12311	2.65	0.20	5.43	52.47	2.40	144.52
12312	2.74	0.13	7.04	110.33	284.32	131.62
12313	2.81	0.06	6.00	355.87	209.19	311.44
12314	2.76	0.04	3.53	200.27	357.80	339.30
12315	2.74	0.05	6.32	74.04	345.79	142.08
12316	3.09	0.12	7.97	216.22	93.63	167.18
12317	2.79	0.06	3.78	214.14	200.24	151.36
12318	3.00	0.21	12.25	137.31	71.34	284.63
12319	2.20	0.22	4.77	196.82	158.05	236.93
12320	2.17	0.10	4.17	305.51	321.21	326.72
12321	2.22	0.22	4.89	172.05	143.90	248.19
12322	2.25	0.20	5.94	5.64	339.42	218.28
12323	2.20	0.15	4.19	22.68	216.40	357.46
12324	2.26	0.14	2.34	205.16	103.64	243.18
12325	2.24	0.08	4.76	35.31	75.99	117.15
12326	2.26	0.19	5.84	3.15	16.95	198.65
12327	2.30	0.11	1.23	58.79	5.41	134.41
12328	2.27	0.18	4.57	307.97	59.47	203.64
12329	2.39	0.16	4.32	263.12	55.67	189.50
12330	2.25	0.22	5.96	211.42	124.47	250.54
12331	2.22	0.19	6.24	64.78	292.18	260.01
12332	2.28	0.20	6.56	205.55	185.18	196.19
12333	2.33	0.15	7.13	51.50	273.16	232.47
12334	2.27	0.14	5.43	148.85	278.43	191.47
12335	2.31	0.07	5.74	174.03	44.95	8.28
12336	2.31	0.26	20.86	221.35	237.21	150.96
12337	2.32	0.10	5.39	12.62	53.46	158.86
12338	2.26	0.10	6.21	99.87	6.22	172.22
12339	2.26	0.11	3.79	302.40	260.93	86.98
12340	2.39	0.13	7.56	90.32	288.67	174.41
12341	2.38	0.22	3.18	118.20	267.53	193.89
12342	2.36	0.16	4.11	74.78	15.78	151.88
12343	2.59	0.24	3.20	199.99	55.65	278.45
12344	2.57	0.15	8.65	65.82	161.51	338.88
12345	2.45	0.16	3.35	106.57	314.09	166.99
12346	2.47	0.18	2.11	225.12	187.29	172.55
12347	2.60	0.11	11.79	184.01	1.04	356.18
12348	2.65	0.10	13.66	182.08	71.05	274.74
12349	2.54	0.19	13.58	57.78	144.71	22.51
12350	2.55	0.16	6.30	43.10	181.81	350.05
12351	2.60	0.11	12.49	223.55	0.32	347.60
12352	3.03	0.12	15.92	117.13	321.54	55.49
12353	2.92	0.02	2.48	149.31	121.85	238.51
12354	3.07	0.06	9.97	162.49	294.96	60.05
12355	2.84	0.07	1.71	189.76	216.45	177.05
12356	2.94	0.10	1.60	192.58	192.66	181.74
12357	3.13	0.10	11.23	173.27	213.56	132.58
12358	2.79	0.11	7.60	207.98	338.30	52.27
12359	3.19	0.16	0.94	175.27	225.43	114.92
12360	3.20	0.20	2.38	62.94	321.31	125.70
12361	3.11	0.19	2.69	101.21	265.84	147.42
12362	3.13	0.10	13.97	196.86	170.73	160.19
12363	3.17	0.12	2.61	99.99	138.32	266.83
12364	2.17	0.05	2.16	204.48	199.60	184.36
12365	3.18	0.02	14.80	100.31	74.75	41.79
12366	2.28	0.11	3.42	220.21	9.85	353.89
12367	2.25	0.14	2.31	124.42	271.75	153.67
12368	2.35	0.21	1.98	39.57	204.78	310.03
12369	2.29	0.09	4.96	121.77	84.21	4.81
12370	2.30	0.13	2.41	175.11	26.35	28.62
12371	2.28	0.10	3.51	224.86	333.80	40.95
12372	2.28	0.10	4.21	166.69	19.00	70.00
12373	2.45	0.11	6.76	118.72	150.24	278.04
12374	2.55	0.31	8.98	123.64	202.15	209.98
12375	2.26	0.18	5.00	260.95	337.80	62.21
12376	2.57	0.24	6.60	132.37	90.56	300.82
